policy_age_days,policy_type,customer_age,claim_amount,insured_amount,premium_amount,previous_claims,claim_type,incident_type,incident_severity,witness_present,police_report,claim_submission_delay,property_damage,bodily_injuries,vehicles_involved,state,claim_month,fraud_reported
1792,Auto,50,2053.55,10000,188.0,0,Theft,Theft,Minor,Yes,No,0,No,3,0,CA,April,0
165,Commercial,55,38292.99,100000,1019.71,0,Collision,Multi-Vehicle Collision,Minor,No,No,17,No,0,3,IL,November,0
1668,Auto,36,125888.72,500000,4169.58,0,Collision,Single Vehicle Collision,Minor,No,Yes,0,Yes,2,1,NY,May,0
1536,Home,51,19119.08,100000,945.67,2,Collision,Multi-Vehicle Collision,Major,No,No,0,No,3,2,NY,January,1
1483,Home,51,4772.72,25000,324.33,0,Collision,Multi-Vehicle Collision,Major,No,Yes,13,No,0,2,IL,February,0
1189,Home,56,19323.52,100000,992.23,1,Collision,Single Vehicle Collision,Minor,No,Yes,1,No,3,1,TX,May,1
2140,Commercial,40,9049.92,50000,603.91,0,Theft,Theft,Major,No,Yes,6,No,0,0,FL,June,1
1474,Auto,55,3839.48,25000,336.52,3,Fire,Fire,Major,No,Yes,2,Yes,0,0,FL,October,1
1229,Home,66,246899.25,250000,2157.7,0,Theft,Theft,Minor,No,No,5,Yes,0,0,TX,May,1
1363,Commercial,21,63176.67,250000,2183.78,0,Theft,Theft,Major,No,No,12,Yes,4,0,TX,February,1
768,Auto,56,8011.98,25000,399.41,2,Theft,Theft,Minor,No,Yes,10,Yes,0,0,CA,November,0
3309,Home,66,83480.11,100000,989.71,0,Collision,Single Vehicle Collision,Major,Yes,No,7,No,0,1,FL,January,1
789,Commercial,50,39014.24,250000,2248.23,0,Collision,Single Vehicle Collision,Total Loss,No,No,3,No,2,1,IL,July,1
1500,Home,69,33414.52,50000,694.38,0,Collision,Multi-Vehicle Collision,Minor,No,Yes,0,Yes,0,2,TX,January,0
2366,Auto,42,70536.92,100000,1087.8,0,Collision,Multi-Vehicle Collision,Minor,Yes,Yes,0,No,0,2,TX,August,0
1033,Auto,19,40375.63,50000,702.99,0,Theft,Theft,Major,Yes,Yes,3,Yes,1,0,FL,April,1
629,Auto,70,5859.49,50000,583.68,1,Collision,Multi-Vehicle Collision,Minor,Yes,Yes,10,No,0,4,CA,March,0
3643,Commercial,60,52339.0,100000,1053.81,2,Collision,Multi-Vehicle Collision,Total Loss,No,No,0,No,0,3,NY,June,1
960,Auto,46,3198.2,10000,371.92,2,Collision,Multi-Vehicle Collision,Minor,Yes,No,8,No,0,3,NY,March,1
1590,Auto,72,45831.91,50000,624.5,3,Collision,Multi-Vehicle Collision,Major,No,Yes,4,Yes,0,4,NY,August,1
2952,Commercial,44,21546.06,25000,313.89,0,Collision,Multi-Vehicle Collision,Minor,Yes,No,4,Yes,0,4,CA,August,1
1904,Commercial,51,57335.51,100000,1048.67,1,Collision,Single Vehicle Collision,Major,No,Yes,0,No,0,1,IL,September,0
3072,Auto,25,2916.18,10000,249.26,1,Collision,Single Vehicle Collision,Minor,Yes,Yes,10,No,1,1,IL,November,0
758,Commercial,65,52355.64,50000,576.9,1,Collision,Single Vehicle Collision,Minor,Yes,No,5,Yes,0,1,FL,June,1
1545,Auto,21,10082.82,50000,599.23,1,Theft,Theft,Minor,No,No,0,No,2,0,NY,June,0
2630,Home,30,52022.22,50000,683.83,1,Collision,Single Vehicle Collision,Major,Yes,Yes,1,No,0,1,TX,December,1
272,Auto,51,43925.73,50000,582.74,2,Collision,Single Vehicle Collision,Minor,No,Yes,3,No,0,1,TX,November,1
780,Commercial,37,31323.47,250000,2164.2,0,Collision,Multi-Vehicle Collision,Minor,No,Yes,8,No,2,3,IL,September,0
159,Auto,60,70142.6,100000,948.9,0,Collision,Multi-Vehicle Collision,Minor,Yes,Yes,1,Yes,2,4,CA,July,0
1638,Auto,23,7861.5,50000,560.52,0,Theft,Theft,Minor,Yes,Yes,2,No,0,0,TX,November,0
2487,Commercial,73,452406.32,500000,4245.27,0,Collision,Multi-Vehicle Collision,Major,No,Yes,16,Yes,3,2,FL,November,1
2373,Commercial,63,52997.15,50000,619.55,1,Collision,Multi-Vehicle Collision,Minor,No,Yes,7,Yes,0,2,IL,November,1
1134,Commercial,51,25438.73,100000,1021.84,0,Fire,Fire,Minor,No,No,2,No,0,0,FL,December,0
1248,Home,42,32087.0,100000,999.91,2,Theft,Theft,Minor,No,No,2,No,2,0,FL,January,0
3450,Auto,20,1814.39,10000,179.98,1,Collision,Multi-Vehicle Collision,Total Loss,No,Yes,1,No,0,3,CA,March,0
2814,Auto,26,5333.34,10000,327.67,0,Collision,Multi-Vehicle Collision,Minor,No,No,3,No,0,4,CA,June,0
3538,Auto,57,8844.96,50000,566.08,1,Collision,Multi-Vehicle Collision,Major,No,Yes,7,Yes,1,4,NY,February,0
2846,Commercial,64,16727.61,50000,628.16,1,Collision,Multi-Vehicle Collision,Minor,No,No,1,No,2,2,NY,December,0
397,Commercial,74,76902.19,100000,977.8,0,Collision,Single Vehicle Collision,Minor,Yes,Yes,6,Yes,0,1,NY,September,0
1489,Auto,23,18975.24,25000,409.9,2,Collision,Multi-Vehicle Collision,Major,No,No,5,No,0,2,FL,August,1
1636,Auto,77,47181.26,100000,994.72,1,Fire,Fire,Major,No,Yes,0,Yes,1,0,IL,January,0
3188,Auto,74,223644.66,250000,2204.51,1,Theft,Theft,Minor,No,Yes,13,Yes,2,0,TX,August,1
132,Auto,35,16537.14,25000,341.46,0,Collision,Multi-Vehicle Collision,Total Loss,No,Yes,2,Yes,1,4,TX,April,0
3271,Home,60,22256.21,25000,404.61,1,Theft,Theft,Minor,No,No,2,No,1,0,FL,October,1
718,Home,62,8072.44,50000,642.12,0,Theft,Theft,Major,Yes,Yes,2,No,4,0,NY,April,0
1301,Auto,36,11124.53,50000,627.2,1,Collision,Single Vehicle Collision,Major,No,Yes,1,Yes,0,1,IL,February,0
881,Commercial,36,3759.85,25000,443.05,4,Collision,Multi-Vehicle Collision,Minor,No,Yes,3,Yes,1,2,IL,July,1
1220,Home,40,92453.68,250000,2145.89,0,Theft,Theft,Minor,No,No,5,Yes,2,0,IL,April,1
2988,Auto,61,17595.91,100000,1053.34,0,Collision,Single Vehicle Collision,Total Loss,No,Yes,7,Yes,0,1,FL,February,0
2750,Commercial,45,42881.08,100000,950.68,0,Collision,Multi-Vehicle Collision,Total Loss,Yes,Yes,2,Yes,0,3,FL,June,0
1900,Auto,24,64527.63,250000,2251.58,0,Theft,Theft,Minor,Yes,No,3,Yes,0,0,CA,March,0
489,Commercial,57,123.01,25000,416.18,0,Collision,Single Vehicle Collision,Minor,No,Yes,2,No,2,1,CA,July,1
2791,Auto,26,155098.62,250000,2179.43,0,Fire,Fire,Major,Yes,No,0,Yes,1,0,CA,July,0
2516,Auto,28,242500.39,500000,4237.17,0,Collision,Multi-Vehicle Collision,Minor,Yes,No,4,No,2,2,TX,September,0
423,Home,35,102632.55,250000,2264.2,1,Fire,Fire,Minor,Yes,No,0,Yes,0,0,IL,April,1
1305,Commercial,52,36133.07,250000,2247.47,0,Collision,Single Vehicle Collision,Minor,No,Yes,1,No,0,1,CA,May,0
644,Home,21,11382.49,25000,419.44,2,Collision,Multi-Vehicle Collision,Total Loss,No,No,4,No,0,4,IL,February,0
1821,Commercial,77,19471.49,100000,945.53,1,Collision,Single Vehicle Collision,Total Loss,No,No,5,No,2,1,IL,October,1
1532,Commercial,66,6720.74,50000,613.06,1,Collision,Multi-Vehicle Collision,Major,Yes,No,0,No,3,4,FL,July,1
3577,Home,76,18115.13,50000,615.95,0,Collision,Multi-Vehicle Collision,Major,No,No,3,Yes,1,3,IL,June,1
522,Auto,33,22822.46,25000,348.54,0,Collision,Multi-Vehicle Collision,Major,No,No,1,Yes,0,3,FL,May,1
2301,Auto,79,5850.06,50000,608.74,2,Theft,Theft,Minor,No,No,2,Yes,0,0,CA,June,0
3353,Auto,43,26406.12,50000,675.11,1,Collision,Multi-Vehicle Collision,Minor,No,Yes,11,No,3,3,NY,June,0
2784,Home,35,44131.2,100000,929.22,1,Collision,Multi-Vehicle Collision,Minor,No,No,1,No,1,3,TX,September,0
2046,Home,59,17291.61,50000,678.31,1,Collision,Multi-Vehicle Collision,Total Loss,No,Yes,6,Yes,0,3,TX,September,0
972,Home,25,99880.34,100000,1001.93,2,Collision,Single Vehicle Collision,Total Loss,Yes,No,2,No,3,1,IL,June,1
2523,Home,70,3672.42,10000,292.53,1,Collision,Multi-Vehicle Collision,Minor,Yes,No,1,Yes,0,2,FL,March,1
661,Auto,29,23568.6,25000,336.15,0,Collision,Multi-Vehicle Collision,Total Loss,No,Yes,2,No,1,2,IL,August,0
1928,Home,23,14897.16,100000,986.78,0,Collision,Multi-Vehicle Collision,Major,Yes,Yes,13,No,1,3,FL,July,0
2079,Auto,75,9166.69,50000,620.64,0,Collision,Single Vehicle Collision,Minor,No,No,2,No,0,1,NY,August,0
1659,Auto,35,2246.51,10000,250.25,0,Collision,Single Vehicle Collision,Minor,No,Yes,5,No,0,1,FL,October,1
1135,Auto,46,15589.07,50000,597.5,2,Fire,Fire,Total Loss,No,No,6,No,1,0,FL,September,0
2178,Auto,21,9563.59,50000,605.89,0,Theft,Theft,Minor,No,No,8,Yes,0,0,CA,November,0
3496,Home,64,176690.98,250000,2212.04,0,Collision,Multi-Vehicle Collision,Major,No,Yes,0,No,0,3,IL,January,1
3309,Commercial,75,21908.78,50000,626.22,3,Collision,Multi-Vehicle Collision,Major,No,Yes,5,Yes,0,2,CA,July,1
1082,Home,20,21977.0,50000,610.96,1,Theft,Theft,Major,No,No,3,No,0,0,CA,February,1
721,Auto,74,15686.69,100000,955.23,3,Collision,Single Vehicle Collision,Minor,Yes,No,10,No,2,1,IL,September,1
158,Commercial,33,22844.36,100000,1013.88,1,Theft,Theft,Major,No,Yes,0,Yes,0,0,TX,February,1
1824,Commercial,52,10595.5,100000,1080.56,1,Collision,Multi-Vehicle Collision,Major,No,Yes,4,No,0,3,IL,January,0
55,Commercial,40,49540.19,100000,910.74,1,Collision,Single Vehicle Collision,Major,No,No,2,No,0,1,TX,November,1
2980,Home,64,13716.67,50000,619.09,1,Theft,Theft,Total Loss,No,Yes,8,No,0,0,IL,September,0
567,Auto,44,36171.76,100000,978.88,0,Theft,Theft,Major,Yes,Yes,5,No,0,0,TX,September,0
1158,Auto,33,104685.82,250000,2166.46,0,Collision,Multi-Vehicle Collision,Minor,No,Yes,3,No,0,2,NY,April,1
763,Auto,52,10047.35,50000,601.68,0,Collision,Single Vehicle Collision,Minor,No,No,3,Yes,0,1,FL,August,1
2856,Auto,51,22216.37,50000,668.53,0,Theft,Theft,Major,No,Yes,0,Yes,3,0,FL,December,0
2900,Auto,73,37738.38,50000,679.99,0,Fire,Fire,Minor,No,Yes,7,No,0,0,CA,November,0
1220,Auto,52,6476.3,25000,458.31,2,Collision,Single Vehicle Collision,Minor,Yes,Yes,4,No,2,1,FL,February,0
2075,Auto,70,35423.84,50000,608.22,0,Theft,Theft,Major,Yes,No,2,Yes,0,0,CA,September,0
1167,Commercial,73,28229.22,250000,2125.07,0,Fire,Fire,Minor,No,Yes,9,No,0,0,IL,August,0
2060,Auto,39,2619.92,25000,312.6,1,Theft,Theft,Minor,No,Yes,4,No,3,0,IL,July,0
3589,Auto,54,117118.56,250000,2188.54,0,Collision,Single Vehicle Collision,Major,No,Yes,1,Yes,0,1,CA,October,1
364,Commercial,43,26756.32,250000,2251.72,5,Collision,Multi-Vehicle Collision,Minor,Yes,No,2,Yes,0,2,NY,December,1
1758,Auto,46,127770.51,250000,2192.53,1,Collision,Single Vehicle Collision,Minor,Yes,Yes,1,No,3,1,CA,November,0
530,Auto,28,21786.63,100000,966.58,1,Collision,Single Vehicle Collision,Minor,No,Yes,3,Yes,0,1,TX,October,0
40,Home,26,1089.19,10000,351.28,0,Collision,Single Vehicle Collision,Total Loss,No,Yes,1,Yes,1,1,CA,March,0
95,Commercial,43,42382.86,250000,2135.55,2,Fire,Fire,Minor,No,Yes,14,Yes,0,0,IL,March,1
194,Auto,66,9944.22,25000,371.49,1,Theft,Theft,Total Loss,Yes,No,4,Yes,0,0,TX,May,1
2011,Home,32,75191.89,500000,4273.43,1,Theft,Theft,Major,Yes,Yes,5,Yes,1,0,TX,August,0
258,Auto,39,22523.02,25000,373.07,0,Collision,Multi-Vehicle Collision,Total Loss,No,Yes,2,No,0,4,FL,March,0
1886,Home,25,6952.41,50000,603.96,2,Collision,Multi-Vehicle Collision,Total Loss,No,No,1,Yes,1,3,TX,June,0
1243,Auto,48,15434.65,50000,558.99,0,Theft,Theft,Major,No,Yes,20,No,0,0,TX,June,1
1000,Home,43,8659.48,25000,430.68,0,Theft,Theft,Total Loss,No,Yes,0,No,3,0,TX,June,0
959,Commercial,32,3760.46,10000,334.55,1,Theft,Theft,Major,No,No,2,Yes,0,0,CA,October,0
1450,Commercial,22,17452.3,50000,559.58,0,Collision,Single Vehicle Collision,Minor,No,Yes,0,No,0,1,TX,February,0
2283,Commercial,28,15823.51,50000,644.86,1,Theft,Theft,Major,No,No,15,Yes,1,0,IL,June,1
2790,Auto,51,8698.95,100000,1026.83,0,Theft,Theft,Minor,No,No,0,No,0,0,TX,December,0
3146,Auto,23,260120.74,250000,2180.15,1,Collision,Multi-Vehicle Collision,Total Loss,Yes,Yes,4,Yes,0,2,CA,April,1
1494,Auto,54,4094.11,50000,561.82,0,Collision,Multi-Vehicle Collision,Total Loss,No,Yes,0,Yes,0,4,CA,October,1
2715,Auto,70,18675.89,50000,581.13,2,Collision,Multi-Vehicle Collision,Major,Yes,Yes,0,Yes,0,4,FL,December,0
207,Auto,54,246655.36,250000,2159.3,0,Fire,Fire,Minor,No,Yes,5,No,0,0,FL,July,1
1280,Commercial,56,9135.54,25000,453.32,1,Collision,Single Vehicle Collision,Minor,Yes,Yes,0,No,1,1,IL,May,0
2800,Commercial,56,3506.71,25000,376.4,1,Collision,Single Vehicle Collision,Minor,No,Yes,1,No,0,1,CA,January,0
451,Auto,18,6552.1,50000,412.01,1,Collision,Multi-Vehicle Collision,Minor,Yes,Yes,13,Yes,0,3,NY,November,0
1895,Commercial,76,11095.27,25000,282.49,2,Collision,Multi-Vehicle Collision,Major,No,Yes,2,Yes,1,3,TX,April,0
2598,Commercial,77,29431.31,100000,947.59,0,Collision,Multi-Vehicle Collision,Major,Yes,No,2,No,0,3,TX,July,0
2858,Auto,68,8402.77,50000,506.87,1,Collision,Multi-Vehicle Collision,Total Loss,No,Yes,2,No,1,4,CA,December,0
26,Auto,42,23585.35,25000,460.18,1,Collision,Single Vehicle Collision,Minor,No,Yes,9,Yes,0,1,IL,February,1
856,Auto,63,18369.39,50000,530.86,0,Collision,Single Vehicle Collision,Total Loss,No,Yes,0,Yes,1,1,IL,July,0
2938,Home,26,57648.83,250000,2160.53,1,Collision,Single Vehicle Collision,Minor,No,Yes,0,No,3,1,NY,July,1
1465,Home,61,99716.35,100000,980.86,1,Theft,Theft,Minor,Yes,No,2,Yes,3,0,FL,January,1
55,Home,48,98451.17,250000,2186.26,1,Collision,Multi-Vehicle Collision,Minor,No,No,2,Yes,4,4,CA,March,1
2509,Auto,66,23812.15,250000,2172.7,0,Theft,Theft,Minor,Yes,No,1,Yes,0,0,CA,March,1
2816,Auto,66,54264.14,100000,983.84,0,Collision,Multi-Vehicle Collision,Major,Yes,Yes,1,Yes,3,4,IL,November,1
1155,Auto,52,18061.77,50000,571.42,2,Fire,Fire,Minor,No,Yes,0,Yes,1,0,CA,July,0
1973,Commercial,26,3200.57,50000,643.41,0,Collision,Multi-Vehicle Collision,Major,Yes,No,0,No,0,2,IL,November,0
2778,Auto,47,202339.92,500000,4144.18,1,Collision,Multi-Vehicle Collision,Minor,No,Yes,5,No,1,4,CA,October,1
1025,Commercial,44,24615.6,100000,990.53,0,Collision,Single Vehicle Collision,Minor,No,Yes,5,No,0,1,NY,March,0
1501,Auto,43,72967.58,250000,2255.58,1,Collision,Single Vehicle Collision,Minor,No,Yes,9,No,0,1,IL,January,1
2740,Auto,69,11230.88,250000,2192.77,0,Theft,Theft,Major,No,No,1,No,0,0,CA,October,1
1895,Home,54,16640.99,50000,611.61,0,Collision,Single Vehicle Collision,Minor,Yes,Yes,0,No,0,1,TX,March,0
121,Auto,79,9643.05,100000,1023.82,2,Fire,Fire,Total Loss,Yes,No,5,Yes,0,0,NY,August,1
148,Auto,37,36583.2,100000,998.91,1,Collision,Multi-Vehicle Collision,Major,No,No,0,Yes,2,2,NY,March,1
1853,Home,58,43802.55,50000,589.78,1,Collision,Multi-Vehicle Collision,Minor,No,No,1,Yes,0,2,TX,September,1
3479,Commercial,27,4596.16,25000,355.46,0,Fire,Fire,Minor,Yes,No,2,No,0,0,TX,December,1
2282,Auto,45,53318.55,50000,619.38,1,Fire,Fire,Minor,No,Yes,13,Yes,2,0,CA,February,1
3503,Auto,36,134014.41,250000,2101.52,0,Fire,Water Damage,Minor,No,No,0,No,1,0,FL,August,0
1911,Auto,72,199413.63,500000,4178.94,5,Collision,Multi-Vehicle Collision,Total Loss,No,Yes,5,Yes,0,4,NY,April,1
3425,Auto,37,20329.48,25000,415.81,0,Collision,Single Vehicle Collision,Major,Yes,Yes,1,Yes,0,1,IL,October,1
492,Home,71,5169.78,50000,537.31,3,Collision,Single Vehicle Collision,Total Loss,Yes,Yes,5,No,0,1,TX,October,1
2106,Auto,23,97198.55,250000,2192.88,1,Collision,Multi-Vehicle Collision,Total Loss,Yes,Yes,1,Yes,0,2,TX,September,0
528,Auto,23,8141.46,50000,635.27,0,Theft,Theft,Minor,No,No,5,No,0,0,TX,December,0
2561,Auto,74,11640.67,25000,340.44,0,Fire,Water Damage,Major,No,Yes,0,No,0,0,TX,March,0
97,Commercial,67,7524.48,10000,191.99,1,Collision,Multi-Vehicle Collision,Minor,No,Yes,0,Yes,0,3,CA,November,0
115,Auto,29,2730.14,10000,358.61,1,Collision,Multi-Vehicle Collision,Minor,No,No,1,Yes,1,2,CA,October,0
2936,Home,74,18589.28,50000,548.51,0,Collision,Single Vehicle Collision,Minor,No,No,8,No,0,1,TX,April,0
1475,Home,32,4465.78,25000,410.03,4,Collision,Single Vehicle Collision,Major,No,Yes,0,Yes,1,1,FL,October,1
3000,Auto,78,81369.81,250000,2138.04,1,Theft,Theft,Minor,Yes,No,0,No,0,0,FL,September,0
3157,Commercial,68,48148.19,250000,2169.37,1,Collision,Multi-Vehicle Collision,Minor,Yes,No,0,No,0,4,FL,October,0
3241,Auto,29,7701.63,100000,946.07,1,Theft,Theft,Minor,No,No,5,No,3,0,NY,March,0
1709,Home,57,12156.46,50000,570.45,1,Collision,Single Vehicle Collision,Major,No,No,5,No,0,1,NY,July,1
2367,Home,68,15221.92,50000,640.5,0,Theft,Theft,Minor,No,Yes,5,No,0,0,FL,July,0
2130,Auto,38,19587.63,100000,1000.61,1,Collision,Multi-Vehicle Collision,Major,No,Yes,1,Yes,2,2,TX,September,0
2329,Home,49,264724.33,250000,2160.0,4,Theft,Theft,Total Loss,No,No,4,Yes,1,0,FL,April,1
3254,Commercial,22,13469.25,100000,1056.13,1,Fire,Fire,Minor,Yes,Yes,9,Yes,3,0,NY,October,0
1641,Auto,47,5806.92,25000,402.51,0,Collision,Multi-Vehicle Collision,Minor,No,Yes,7,No,1,3,TX,June,0
1640,Auto,33,16450.52,100000,1010.55,0,Fire,Fire,Major,No,Yes,10,Yes,0,0,CA,November,0
2928,Auto,78,256046.96,250000,2206.6,1,Collision,Multi-Vehicle Collision,Minor,No,Yes,3,No,1,4,CA,December,1
1648,Auto,34,89123.88,100000,1030.96,1,Theft,Theft,Minor,No,Yes,1,No,1,0,CA,July,1
3328,Home,39,1273.8,50000,511.91,0,Collision,Multi-Vehicle Collision,Total Loss,Yes,Yes,15,No,1,4,NY,October,0
982,Auto,69,11522.16,25000,261.81,1,Collision,Single Vehicle Collision,Major,Yes,No,0,Yes,1,1,CA,May,1
453,Commercial,45,5031.49,25000,368.03,1,Collision,Single Vehicle Collision,Minor,No,Yes,7,Yes,1,1,NY,March,0
630,Auto,20,88110.73,100000,906.84,0,Theft,Theft,Total Loss,Yes,No,1,Yes,0,0,TX,July,1
3424,Home,53,3914.05,50000,552.41,0,Collision,Single Vehicle Collision,Total Loss,No,No,20,No,0,1,FL,December,1
901,Commercial,22,2028.16,10000,332.61,2,Fire,Water Damage,Major,No,No,5,No,1,0,NY,December,1
43,Commercial,77,3266.51,10000,294.3,1,Collision,Multi-Vehicle Collision,Minor,No,Yes,4,No,0,2,TX,October,0
3630,Auto,50,70987.34,100000,881.74,1,Theft,Theft,Minor,No,No,1,No,2,0,CA,March,1
3227,Commercial,52,19173.62,50000,528.89,3,Theft,Theft,Minor,No,Yes,10,Yes,1,0,CA,February,1
704,Home,53,8946.15,100000,990.03,2,Theft,Theft,Major,No,Yes,3,Yes,3,0,IL,May,0
1159,Auto,66,15853.24,50000,683.78,2,Collision,Single Vehicle Collision,Minor,Yes,Yes,0,No,3,1,IL,October,0
1219,Auto,66,43457.12,50000,639.83,0,Theft,Theft,Major,Yes,Yes,1,Yes,0,0,FL,March,0
260,Auto,45,29015.0,50000,552.0,2,Collision,Single Vehicle Collision,Minor,No,Yes,0,Yes,1,1,NY,June,0
3582,Auto,53,6847.13,25000,310.74,2,Collision,Multi-Vehicle Collision,Major,No,No,1,No,0,4,IL,November,0
3283,Commercial,75,1563.98,10000,222.59,0,Collision,Single Vehicle Collision,Major,Yes,Yes,0,Yes,0,1,TX,August,0
887,Auto,68,6638.39,25000,400.07,0,Collision,Single Vehicle Collision,Minor,No,Yes,3,Yes,3,1,CA,December,0
3070,Commercial,66,25990.16,50000,648.59,0,Collision,Multi-Vehicle Collision,Minor,No,No,2,No,0,2,IL,June,0
1376,Home,62,9604.41,25000,398.46,0,Theft,Theft,Minor,Yes,No,4,Yes,1,0,IL,January,0
2127,Commercial,53,44388.84,100000,1047.41,0,Theft,Theft,Minor,No,No,0,Yes,0,0,FL,April,0
3024,Auto,70,19498.68,250000,2139.29,1,Collision,Multi-Vehicle Collision,Minor,No,Yes,0,Yes,0,3,IL,November,1
3259,Auto,47,4488.19,25000,407.53,4,Collision,Multi-Vehicle Collision,Minor,No,Yes,2,No,0,4,FL,June,0
2187,Auto,39,4834.46,10000,192.55,1,Collision,Multi-Vehicle Collision,Minor,No,No,11,Yes,0,2,FL,October,0
1594,Home,52,15309.13,50000,561.11,1,Collision,Multi-Vehicle Collision,Minor,No,No,6,No,0,2,CA,January,1
2829,Auto,43,3799.67,25000,295.64,0,Collision,Multi-Vehicle Collision,Minor,No,Yes,1,Yes,0,2,NY,April,1
3175,Home,58,25512.94,50000,500.34,2,Collision,Multi-Vehicle Collision,Minor,Yes,Yes,6,No,0,2,CA,December,0
2847,Auto,45,12259.74,50000,519.6,0,Collision,Single Vehicle Collision,Minor,Yes,No,13,Yes,0,1,CA,November,0
529,Home,63,50219.02,100000,974.16,1,Collision,Multi-Vehicle Collision,Minor,No,Yes,5,Yes,0,3,CA,November,0
2161,Auto,49,11453.71,50000,547.86,0,Collision,Multi-Vehicle Collision,Minor,No,Yes,3,Yes,1,2,IL,February,0
771,Commercial,35,7438.51,25000,458.17,1,Collision,Multi-Vehicle Collision,Major,Yes,No,0,No,0,2,FL,December,1
668,Home,74,4384.69,10000,301.66,2,Collision,Multi-Vehicle Collision,Major,No,No,5,No,0,2,CA,September,1
3464,Commercial,23,3075.55,25000,383.53,3,Theft,Theft,Minor,No,No,6,No,0,0,TX,September,1
3247,Auto,43,8974.81,50000,523.98,2,Collision,Multi-Vehicle Collision,Minor,No,Yes,3,Yes,0,2,FL,November,1
3221,Auto,40,4527.9,10000,285.94,0,Collision,Multi-Vehicle Collision,Major,No,Yes,1,Yes,1,3,TX,September,0
2905,Commercial,74,161403.12,250000,2232.26,0,Theft,Theft,Total Loss,No,Yes,1,No,1,0,NY,January,1
2497,Auto,79,92243.34,250000,2190.08,0,Theft,Theft,Total Loss,Yes,No,7,Yes,0,0,FL,September,1
3470,Home,44,20348.56,25000,390.98,1,Theft,Theft,Minor,No,Yes,2,Yes,1,0,CA,March,0
3435,Home,43,197694.44,500000,4220.24,2,Collision,Single Vehicle Collision,Total Loss,Yes,No,0,No,0,1,IL,July,1
833,Auto,65,29420.26,50000,643.16,0,Collision,Single Vehicle Collision,Minor,Yes,Yes,10,No,0,1,FL,January,0
1799,Auto,41,57227.48,500000,4209.05,0,Collision,Single Vehicle Collision,Major,Yes,Yes,1,No,3,1,IL,January,0
2196,Auto,24,7086.59,10000,272.71,1,Fire,Water Damage,Major,No,No,0,Yes,4,0,IL,January,0
1553,Auto,31,16973.22,250000,2267.85,1,Collision,Multi-Vehicle Collision,Minor,Yes,Yes,3,No,0,4,TX,August,0
1405,Auto,37,6500.97,100000,1006.94,0,Collision,Multi-Vehicle Collision,Minor,No,No,2,Yes,1,3,IL,July,0
1520,Home,73,89492.96,250000,2187.37,1,Collision,Multi-Vehicle Collision,Total Loss,No,No,3,No,0,3,CA,September,1
585,Commercial,44,1339.59,10000,338.99,0,Collision,Multi-Vehicle Collision,Major,No,Yes,0,Yes,0,4,CA,July,0
775,Auto,77,31014.22,250000,2182.55,0,Fire,Water Damage,Major,No,Yes,2,No,0,0,FL,January,0
166,Auto,41,37026.19,100000,1060.6,1,Collision,Single Vehicle Collision,Minor,No,Yes,6,No,0,1,FL,April,0
1332,Commercial,50,6567.39,10000,264.35,0,Theft,Theft,Minor,Yes,Yes,1,No,1,0,TX,April,0
1257,Auto,58,9342.72,50000,533.04,1,Collision,Single Vehicle Collision,Minor,No,No,0,No,1,1,FL,October,0
1704,Home,34,7045.18,100000,1044.66,1,Theft,Theft,Minor,No,No,4,No,1,0,CA,August,0
2449,Home,41,1345.74,10000,229.3,0,Fire,Fire,Minor,No,Yes,1,No,0,0,NY,July,0
1889,Home,65,1703.62,10000,213.01,0,Collision,Multi-Vehicle Collision,Minor,No,Yes,4,Yes,3,3,FL,June,0
230,Commercial,45,5708.36,25000,417.28,0,Theft,Theft,Minor,Yes,Yes,2,No,1,0,FL,May,1
1043,Home,71,52906.99,250000,2214.73,1,Theft,Theft,Total Loss,Yes,Yes,10,No,0,0,IL,August,0
643,Home,51,14699.21,25000,440.06,2,Collision,Single Vehicle Collision,Major,Yes,Yes,4,Yes,0,1,IL,April,0
6,Auto,39,3958.96,25000,474.48,1,Collision,Multi-Vehicle Collision,Minor,No,Yes,1,No,3,3,CA,March,0
3099,Auto,52,15846.95,500000,4190.85,0,Fire,Water Damage,Total Loss,No,No,4,Yes,0,0,NY,December,1
1986,Home,68,104449.34,100000,1009.45,2,Theft,Theft,Major,No,No,0,Yes,1,0,NY,April,1
24,Auto,28,513680.53,500000,4205.63,0,Theft,Theft,Minor,No,Yes,1,No,0,0,IL,October,1
1334,Auto,45,242518.94,250000,2150.58,0,Collision,Multi-Vehicle Collision,Major,No,Yes,7,No,0,2,CA,September,1
579,Auto,76,9794.3,25000,371.58,0,Collision,Single Vehicle Collision,Major,Yes,Yes,2,Yes,3,1,FL,August,0
1547,Home,55,24038.95,100000,1027.72,3,Fire,Fire,Major,No,No,4,Yes,1,0,FL,December,1
3299,Auto,64,14714.77,50000,547.94,0,Collision,Single Vehicle Collision,Major,No,No,6,Yes,0,1,TX,July,0
3092,Auto,50,14849.44,25000,393.95,1,Collision,Multi-Vehicle Collision,Major,No,Yes,2,No,0,4,TX,May,0
3332,Commercial,63,6635.95,25000,347.79,0,Collision,Multi-Vehicle Collision,Minor,No,No,0,Yes,0,4,TX,December,1
961,Auto,64,5159.77,50000,609.04,0,Collision,Single Vehicle Collision,Minor,No,Yes,1,Yes,0,1,NY,July,1
